     5
  1  -3.047   1.267  -2.257    .140
  2   2.485   -.919   1.722    .140
  3   -.411   -.391    .449    .000
  4    .209   -.089   -.993    .140
  5   -.261    .098   -.183    .140
  6  36.271 -13.391  24.413   -.106
     5
  1    .922   -.524    .885    .140
  2    .074    .222   -.554    .140
  3    .394    .000    .024    .140
  4   -.336    .000   -.021    .140
  5 -44.580   -.099  -3.260   -.106
     5
  1   4.540   -.509   2.575    .140
  2  -3.755    .419  -2.025    .140
  3    .233   -.213   -.853    .140
  4 -39.894   4.136 -22.204   -.106
  5  39.097  -4.055  21.627    .106
     4
  1  -1.802    .908  -3.029    .140
  2   1.290   -.658   2.160    .140
  3    .469   -.243    .815    .000
  4   -.236    .121   -.408    .140
     6
  1  -1.287   -.908   1.125    .140
  2  -1.046    .486   -.216    .140
